看小区园林 格局方正实用 通风采光好 刚需上车,美心翠拥华庭一期,番禺客运站,3室2厅 ,86.86, 北 , 简装 ,6, 2004年 , 塔楼,2,24,1760000.0,"20,263元/平",VR房源 房本满五年 随时看房 
橡树园 复式东南向一房一厅 业主做成二房 实用面积大,橡树园,沙太南,2室1厅 ,41.0, 东南 , 简装 ,13, 2004年 , 塔楼,1, 1个月以前发布,1750000.0,"42,683元/平",VR房源 房本满两年 随时看房 
东南向三房全新未住 复式使用120% 业主有心卖,万科尚城御府,南岗,3室1厅 ,76.32, 南 , 精装 ,34, 2018年 , 板楼,5, 1个月以前发布,2050000.0,"26,861元/平",VR房源 房本满两年 随时看房 
丽影广场 客村地铁上 业主出国急shou,丽影华庭B区,客村,2室1厅 ,85.41, 南 , 精装 ,12, 2002年 , 塔楼,1, 1个月以前发布,4500000.0,"52,688元/平",近地铁 VR房源 房本满五年 随时看房 
东方名都复式 南向双数层 大主卧中高靓楼层 拎包入住,东方名都花园,白江,1室1厅 ,49.72, 东南 南 , 精装 ,17, 2012年 , 塔楼,2, 1个月以前发布,900000.0,"18,102元/平",近地铁 VR房源 房本满两年 随时看房 
"业主急出手,22号地铁线,出钱就卖 ,满五唯一 向大夫山",倚云居,祈福新村,3室2厅 ,119.0, 西南 , 精装 ,29, 2004年 , 塔楼,1, 1个月以前发布,2670000.0,"22,437元/平",VR房源 房本满五年 随时看房 
天河金融城板块 黄村地T旁 南北对流 过五年 看房方便,中海康城,黄村,2室2厅 ,76.12, 南 北 , 精装 ,17, 2002年 , 塔楼,4, 1个月以前发布,3350000.0,"44,010元/平",近地铁 VR看装修 房本满两年 随时看房 
大院管理，平层电梯，南向视野开阔，采光通风佳,石岗四巷16号大院,工业大道南,2室1厅 ,59.92, 南 西南 , 精装 ,9, 1990年 , 塔楼,1, 1个月以前发布,1580000.0,"26,369元/平",近地铁 VR房源 房本满五年 随时看房 
乐得花园 2室1厅 西南,乐得花园,黄边,2室1厅 ,49.0, 西南 , 精装 ,14, 2000年 , 塔楼,0, 1个月以前发布,1330000.0,"27,143元/平",VR看装修 房本满五年 随时看房 
大塘板块 精装修 电梯南向大两房,聚德花苑,赤岗,2室1厅 ,52.03, 南 , 精装 ,9, 1997年 , 塔楼,10, 1个月以前发布,1580000.0,"30,368元/平",VR看装修 房本满五年 随时看房 
华侨乐园精装修三房，全明屋，业主有心卖,华侨乐园,淘金,3室1厅 ,84.36, 北 , 精装 ,18, 1995年 , 塔楼,1, 1个月以前发布,3850000.0,"45,638元/平",近地铁 VR看装修 房本满五年 随时看房 
电梯三房 刚需上车盘 配备完善,万寿路,前进路,3室1厅 ,78.14, 东南 , 精装 ,9, 1994年 , 塔楼,2, 1个月以前发布,2350000.0,"30,075元/平",VR房源 房本满两年 随时看房 
六运小区 小三房  生活工作两不误 你值得拥.有,六运小区,天河南,3室1厅 ,66.21, 东 西 , 其他 ,8, 1993年 , 塔楼,3, 1个月以前发布,3250000.0,"49,087元/平",近地铁 VR看装修 房本满五年 
五号线滘口地铁站 精装修 电梯大两房 安静不吵,新世界逸彩庭园,滘口,2室1厅 ,78.88, 西南 , 精装 ,18, 2007年 , 塔楼,1, 1个月以前发布,2720000.0,"34,483元/平",近地铁 VR房源 房本满两年 随时看房 
机场路双地铁 带平台花园 精装修两房 卖完回老家发展,云映阁,机场路,2室1厅 ,67.31, 东 西 , 精装 ,9, 1998年 , 塔楼,1, 1个月以前发布,1690000.0,"25,108元/平",近地铁 VR看装修 房本满五年 
花语稀有放卖户型 正南向三房中高层望花园 通风采光好,花语水岸,大坦沙,3室2厅 ,88.69, 南 , 精装 ,26, 2015年 , 塔楼,0, 1个月以前发布,4700000.0,"52,994元/平",近地铁 VR看装修 房本满五年 随时看房 
白江地铁口，大型花园社区，南向安静看泳池,水电二局宿舍,白江,2室1厅 ,85.08, 南 , 精装 ,18, 2006年 , 板楼,2, 1个月以前发布,890000.0,"10,461元/平",VR看装修 房本满两年 
原装电梯 复式 满五不唯一 不靠马路 很定静,东方白云花园,市桥北,4室2厅 ,151.61, 南 , 精装 ,6, 2002年 , 板楼,1, 1个月以前发布,3000000.0,"19,788元/平",VR房源 房本满五年 
东方明珠顶复 全屋中式精装中空大厅实用率高 附带天台,东方明珠花园,白云大道南,3室3厅 ,169.61, 南 北 , 精装 ,7, 1999年 , 塔楼,7, 1个月以前发布,5880000.0,"34,668元/平",近地铁 VR房源 房本满五年 
电梯中楼层 装修保养好 过户即可拎包入住,京溪竹园小区,京溪,3室1厅 ,89.1, 东 东南 , 精装 ,9, 2000年 , 塔楼,0, 1个月以前发布,2250000.0,"25,253元/平",近地铁 VR看装修 房本满五年 
滨江怡苑 新装修大两房 诚意转让,芭堤水岸,滨江东,2室1厅 ,90.55, 北 , 精装 ,32, 2005年 , 塔楼,1, 1个月以前发布,5580000.0,"61,624元/平",近地铁 VR房源 房本满两年 
楼龄新颖，临江而建，过五年唯一,源海御苑,工业大道北,3室2厅 ,112.59, 西南 , 精装 ,31, 2012年 , 塔楼,14, 1个月以前发布,3990000.0,"35,439元/平",近地铁 VR看装修 房本满五年 
正升雅境 户型方正，格局通透，电梯中层，东向精装,正升雅境,机场路,2室1厅 ,71.62, 东 , 精装 ,19, 2012年 , 塔楼,0, 1个月以前发布,2200000.0,"30,718元/平",VR房源 房本满五年 
美林海岸 望花园 安静方正两房 业主急出,美林海岸,员村,2室1厅 ,81.65, 北 , 简装 ,15, 2003年 , 塔楼,7, 1个月以前发布,5580000.0,"68,341元/平",近地铁 VR看装修 房本满五年 
急卖！急卖！精装修三房两卫 通风对流 空间大,富力桃园,罗冲围,3室2厅 ,108.01, 东南 西北 , 精装 ,23, 2007年 , 塔楼,4, 1个月以前发布,3790000.0,"35,090元/平",近地铁 VR房源 房本满两年 
顶楼复式，南向带平T，装修保养好，业主诚意出,东华花园,市桥东,4室2厅 ,156.77, 南 , 精装 ,6, 2004年 , 板塔结合,3, 1个月以前发布,2900000.0,"18,499元/平",VR房源 房本满两年 
此房满五唯一，楼下就是地铁口，不靠南大，望花园。,佰利山,雅居乐,3室1厅 ,110.33, 东北 , 简装 ,29, 2010年 , 塔楼,2, 1个月以前发布,3780000.0,"34,261元/平",近地铁 VR房源 房本满五年 
店长推荐满五年唯一省税费 看房方便 户型方正,东华花园,市桥东,3室2厅 ,110.97, 南 北 , 精装 ,6, 2004年 , 板楼,2, 1个月以前发布,2150000.0,"19,375元/平",近地铁 VR房源 房本满五年 随时看房 
楼下就是M记 配套成熟便利 电梯高层,越秀可逸江畔,桥南,1室0厅 ,47.18, 北 , 精装 ,12, 2015年 , 塔楼,1, 1个月以前发布,520000.0,"11,022元/平",房本满五年 随时看房 
合景誉山国际 2室2厅 南,合景誉山国际,永宁,2室2厅 ,43.0, 南 , 精装 ,21, 2015年 , 塔楼,0, 1个月以前发布,320000.0,"7,442元/平",房本满五年 随时看房 
楼下就是地铁站，满五唯一，单边位，采光通风很好,新都盛世名门宏城汇,白江,1室1厅 ,46.73, 北 , 简装 ,22, 2012年 , 塔楼,2, 1个月以前发布,730000.0,"15,622元/平",近地铁 VR看装修 房本满五年 随时看房 
21号线   精装三房一卫 带车位  急卖,碧桂园城市花园漫绿苑,朱村,3室2厅 ,88.04, 南 北 , 精装 ,25, 2018年 , 板塔结合,0, 1个月以前发布,1130000.0,"12,836元/平",VR看装修 房本满两年 随时看房 
房子没有抵押，产权清晰，随时可以交易，,祈福缤纷汇,祈福新村,2室2厅 ,77.29, 东 , 精装 ,31, 2017年 , 板塔结合,0, 1个月以前发布,2500000.0,"32,346元/平",近地铁 VR看装修 房本满两年 随时看房 
沙湾古镇旁 满五唯一 精致两房 精装修 拎包入住,荷景花园二区,沙湾,2室2厅 ,66.5, 南 , 精装 ,7, 1995年 , 塔楼,5, 1个月以前发布,840000.0,"12,632元/平",VR房源 房本满五年 随时看房 
绿地城泊语湾 2室2厅 东北,绿地城泊语湾,知识城,2室2厅 ,75.35, 东北 , 精装 ,30, 2017年 , 板塔结合,5, 1个月以前发布,1400000.0,"18,580元/平",近地铁 VR看装修 房本满五年 随时看房 
广州奥林匹克花园 1室1厅 南,广州奥林匹克花园,洛溪,1室1厅 ,37.8, 南 , 简装 ,21, 2002年 , 塔楼,2, 1个月以前发布,900000.0,"23,810元/平",近地铁 VR房源 房本满两年 随时看房 
业主诚心放卖，此房楼层视野好 户型舒适,飞晟文汇,香雪,4室2厅 ,142.02, 东南 南 , 简装 ,15, 2016年 , 塔楼,1, 8个月以前发布,1980000.0,"13,942元/平",近地铁 房本满五年 
采光通风好，楼梯好走 配套成熟，地段人文环境好,文昌南路,西关,2室1厅 ,73.93, 南 , 精装 ,9, 1988年 , 塔楼,1,31,2160000.0,"29,217元/平",近地铁 VR看装修 房本满五年 随时看房 
地铁在家门口，南向采光好，视野开阔，花园小区,天顺跃居,天河公园,3室2厅 ,101.21, 南 , 精装 ,12, 2004年 , 塔楼,21, 2个月以前发布,5660000.0,"55,924元/平",VR房源 房本满五年 
此房满五唯一，南北对流，大花园小区，视野开阔可望江,南国花园,珠江新城东,4室2厅 ,154.16, 南 北 , 精装 ,27, 2005年 , 塔楼,2, 2个月以前发布,17800000.0,"115,465元/平",近地铁 VR看装修 房本满五年 
地铁13号线与地铁5号线东延段双地铁，通勤方便,宝夏花园,夏园,3室2厅 ,92.41, 南 , 精装 ,23, 2008年 , 塔楼,1, 9个月以前发布,2520000.0,"27,270元/平",近地铁 VR看装修 房本满两年 
西北向一线望江三房两卫，高楼层，江景靓,海珠半岛花园,滨江东,3室2厅 ,118.8, 东北 , 简装 ,46, 2000年 , 塔楼,9, 3个月以前发布,6990000.0,"58,839元/平",VR房源 房本满五年 
天马丽苑二期   住宅产权   可用公积金,天马丽苑二期,铁路西,1室1厅 ,46.54, 西 , 精装 ,34, 2007年 , 塔楼,0,25,460000.0,"9,884元/平",VR看装修 房本满两年 随时看房 
满五唯一，可提供发票，税费少，南向四房。,富力桃园,罗冲围,4室2厅 ,152.99, 南 , 精装 ,30, 2006年 , 塔楼,5, 6个月以前发布,4780000.0,"31,244元/平",VR看装修 房本满五年 
满五唯一省税费，望体育中芯景观，住家装修保养好。,都市华庭(天河),体育中心,3室1厅 ,147.45, 西 , 简装 ,30, 2001年 , 塔楼,5, 6个月以前发布,10000000.0,"67,820元/平",近地铁 VR看装修 房本满五年 
凤凰山脉，天河区顶层大复式，品质装修，视野开阔,中人集团宿舍,沙太北,4室2厅 ,241.31, 南 北 , 其他 ,8, 1999年 , 塔楼,1, 3个月以前发布,7300000.0,"30,252元/平",VR房源 房本满五年 
越秀滨海新城，复试大四房，看花园，视野开阔,越秀滨海新城,进港大道,4室2厅 ,116.74, 南 , 其他 ,33, 2019年 , 塔楼,2, 9个月以前发布,2400000.0,"20,559元/平",VR房源 房本满两年 随时看房 
经典复式 宽敞明亮环境好 小区安静,邦华星际广场二期,龙溪,1室1厅 ,44.88, 南 , 精装 ,20, 2014年 , 塔楼,2, 1个月以前发布,630000.0,"14,038元/平",房本满五年 
广地花园 南向 联排别墅  带140多平花园  有电梯,广地花园,星河湾,6室2厅 ,204.32, 南 , 精装 ,3, 2000年 , 板塔结合,7, 3个月以前发布,11000000.0,"53,838元/平",VR房源 房本满五年 
中海誉城北苑四房两卫南向通风采光好,中海誉城北苑,香雪,4室2厅 ,173.73, 南 , 精装 ,43, 2013年 , 塔楼,5, 5个月以前发布,5150000.0,"29,644元/平",VR房源 房本满两年 
现代化园林小区 复式产品实用率高,万科尚城御府,南岗,4室2厅 ,100.27, 南 , 精装 ,34, 2016年 , 塔楼,9, 11个月以前发布,2890000.0,"28,823元/平",VR房源 房本满两年 
满五年低税费 正南安静望花园 江边盘 交通便利,嘉仕花园东区,滨江东,3室1厅 ,105.85, 南 , 精装 ,33, 2006年 , 塔楼,6, 9个月以前发布,6500000.0,"61,408元/平",VR房源 房本满五年 
小户型，低总jia，装修两房，楼龄新。,金花小区,西华路,2室1厅 ,23.4, 东南 , 其他 ,9, 1999年 , 塔楼,101,30,880000.0,"37,607元/平",VR看装修 房本满五年 随时看房 
希尔顿阳光视野开阔  直视中信广场旺财 实用率八成五,希尔顿阳光,龙口西,3室2厅 ,118.77, 西 南 北 , 精装 ,27, 2002年 , 板塔结合,3, 4个月以前发布,8990000.0,"75,693元/平",近地铁 VR房源 房本满五年 随时看房 
东湖洲A区 两梯两户 满五唯一 南北对流 业主诚心出让,东湖洲花园A区,番禺客运站,4室2厅 ,186.64, 南 北 , 精装 ,18, 2009年 , 塔楼,2, 4个月以前发布,6000000.0,"32,148元/平",VR看装修 房本满五年 
稀有电梯复式  满五唯一 带天台  全新装修  楼龄新,温馨里,市桥北,5室2厅 ,141.44, 南 北 , 精装 ,11, 2013年 , 塔楼,30, 一年前发布,3650000.0,"25,806元/平",VR房源 房本满五年 
珠江新城南向大平层，高楼层视野开阔，满五唯一新装修,跑马地花园,珠江新城东,5室2厅 ,203.68, 南 , 精装 ,32, 1999年 , 塔楼,66, 一年前发布,11500000.0,"56,462元/平",近地铁 VR看装修 房本满五年 
豪进广场，南北对流，高层景观好，拎包入住,碧桂园豪进广场,白江,4室2厅 ,138.23, 南 北 , 精装 ,31, 2016年 , 塔楼,1, 4个月以前发布,2600000.0,"18,810元/平",近地铁 VR房源 房本满五年 
力迅 东南向全明大三房带主套，满五年，产权清晰。,力迅时光里,江南大道中,3室1厅 ,112.1, 东南 , 精装 ,32, 2011年 , 塔楼,5, 2个月以前发布,6280000.0,"56,022元/平",近地铁 VR房源 房本满五年 
2号/11号 地铁沿线 交通便利 配套完善 看房方便,翠怡小区,昌岗,2室1厅 ,52.42, 东南 , 简装 ,8, 1994年 , 塔楼,2,26,1450000.0,"27,662元/平",近地铁 VR看装修 房本满五年 随时看房 
店长强烈推荐火热户型中层望园景,东湖洲花园A区,番禺客运站,5室2厅 ,188.68, 南 , 精装 ,22, 2009年 , 塔楼,3, 2个月以前发布,6250000.0,"33,125元/平",VR看装修 房本满五年 
高层视野寛 采光充足，配套好，交通便利近地铁口,明汇轩,开发西区,3室2厅 ,103.86, 南 北 , 简装 ,22, 2007年 , 塔楼,0, 5个月以前发布,2200000.0,"21,183元/平",VR房源 房本满五年 随时看房 
满五年唯一南向大两房，低密度洋房小区，物业好,金泉山庄,大金钟路,2室1厅 ,82.03, 南 , 精装 ,5, 2003年 , 板楼,42, 一年前发布,3000000.0,"36,572元/平",VR看装修 房本满五年 随时看房 
白江地铁口，采光通风，视野开阔，户型方正,东方名都花园,白江,4室1厅 ,145.91, 东 东南 , 毛坯 ,29, 2013年 , 塔楼,2, 5个月以前发布,2450000.0,"16,792元/平",近地铁 VR房源 房本满两年 随时看房 
锦绣新天地 实用二房 楼层好 随时看房！,锦绣新天地,新塘南,2室1厅 ,82.71, 北 , 简装 ,15, 2010年 , 塔楼,3, 一年前发布,1020000.0,"12,333元/平",VR房源 房本满五年 随时看房 
飞翔公园地铁站 中层 全新精装2房 成熟配套 交通便利,云映阁,机场路,2室1厅 ,46.91, 东北 , 精装 ,8, 1998年 , 塔楼,8, 4个月以前发布,1150000.0,"24,516元/平",近地铁 VR看装修 房本满五年 随时看房 
南向两房，采光足，通风好，满五省重税,奥园春晓,长岭居,2室2厅 ,76.85, 南 , 精装 ,18, 2014年 , 塔楼,0, 3个月以前发布,2100000.0,"27,326元/平",近地铁 VR看装修 房本满五年 随时看房 
大比邻天河公园、13号地铁 厅大房大 改善一步到位,吉祥花苑,华景新城,3室1厅 ,103.05, 南 , 其他 ,8, 1999年 , 塔楼,7, 2个月以前发布,2780000.0,"26,978元/平",VR房源 房本满五年 随时看房 
地铁口精装南向三房 业主诚心出,亚太新城亚太银座二期,新塘北,3室2厅 ,101.85, 南 , 其他 ,17, 2018年 , 塔楼,1, 3个月以前发布,1850000.0,"18,164元/平",VR看装修 房本满五年 随时看房 
此房证满五年唯一，以补土地出让金，电梯高层南向两房,富和花园,同和,2室2厅 ,63.45, 南 , 其他 ,9, 2002年 , 塔楼,4, 6个月以前发布,2290000.0,"36,092元/平",近地铁 VR看装修 房本满五年 随时看房 
明星小区 芳草园 户型方正三房 花园小区 采光充足,芳草园,天润路,3室2厅 ,126.45, 南 , 精装 ,31, 2004年 , 塔楼,2, 2个月以前发布,12800000.0,"101,226元/平",近地铁 VR房源 房本满五年 随时看房 
金融城 三条地铁交汇  少见南向带双卫的三房 满五年,阳光假日园,棠下,3室2厅 ,103.36, 南 , 精装 ,16, 2009年 , 塔楼,3, 6个月以前发布,6300000.0,"60,953元/平",近地铁 VR看装修 房本满五年 随时看房 
花园小区，大四房 满五年唯一，高楼层，视野采光好,华标广场,天润路,4室2厅 ,124.01, 南 北 , 简装 ,22, 2003年 , 板塔结合,9, 2个月以前发布,10680000.0,"86,123元/平",VR房源 房本满五年 随时看房 
自由人花园，毛坯房，看房方便。欢迎咨询。,自由人花园,镜湖大道,4室2厅 ,139.17, 南 北 , 毛坯 ,29, 2014年 , 塔楼,0, 9个月以前发布,2650000.0,"19,042元/平",VR看装修 房本满两年 随时看房 
雅景苑 四楼南向小两房 满五年 格局方正 阳光通风佳,雅景苑,滨江东,2室1厅 ,47.99, 西南 , 简装 ,9, 2002年 , 塔楼,2, 一年前发布,1680000.0,"35,008元/平",近地铁 VR看装修 房本满五年 随时看房 
近地铁13号线双岗站，南向舒适两房,文船生活区东区,文冲,2室2厅 ,62.64, 南 , 简装 ,5, 1999年 , 塔楼,11, 5个月以前发布,1350000.0,"21,552元/平",近地铁 VR看装修 房本满五年 随时看房 
同德花园 轻松做四房 地铁同德站300米 有匙即睇,同德花园同景苑,同德围,3室2厅 ,82.49, 南 北 , 简装 ,9, 1998年 , 塔楼,3, 4个月以前发布,1700000.0,"20,609元/平",近地铁 VR看装修 房本满五年 随时看房 
西村地铁口旁，电梯高层，大三房，格局方正。,永安居,西村,3室2厅 ,100.52, 东 南 , 简装 ,13, 1998年 , 塔楼,4, 一年前发布,3050000.0,"30,343元/平",近地铁 VR房源 房本满五年 随时看房 
大石富丽家园荔芳园 格局方正 采光好 业主诚心放卖,荔芳园,大石,4室3厅 ,193.8, 南 , 其他 ,1, 1997年 , 暂无数据,15, 一年前发布,5600000.0,"28,896元/平",VR房源 房本满五年 随时看房 
南沙碧桂园天玺湾满五有车位免费精装两房税费少,碧桂园天玺湾,进港大道,2室2厅 ,68.32, 南 , 精装 ,17, 2014年 , 塔楼,1, 4个月以前发布,1220000.0,"17,858元/平",VR房源 房本满五年 随时看房 
